Date,Product,Category,Quantity Sold,Unit Price,Total Revenue,Region,Profit
2024-02-11,Smartphone,Electronics,37,1001,37037,West,29637
2024-01-30,Tablet,Electronics,34,301,10234,South,3434
2024-02-11,Tablet,Electronics,6,302,1812,South,612
2024-02-29,Headphones,Accessories,40,22,880,North,-7120
2024-02-27,TV,Electronics,41,952,39032,East,30832
2024-01-11,Smartwatch,Wearables,10,149,1490,North,-510
2024-02-16,Smartwatch,Wearables,16,381,6096,North,2896
2024-01-11,Tablet,Electronics,21,624,13104,East,8904
2024-01-12,Keyboard,Accessories,39,92,3588,West,-4212
2024-01-23,Tablet,Electronics,8,519,4152,North,2552
2024-01-16,Laptop,Electronics,23,1223,28129,East,23529
2024-02-02,Keyboard,Accessories,15,55,825,North,-2175
2024-02-17,Headphones,Accessories,25,43,1075,East,-3925
2024-01-11,Laptop,Electronics,46,1453,66838,South,57638
2024-01-08,Mouse,Accessories,11,17,187,North,-2013
2024-01-03,Smartphone,Electronics,19,949,18031,East,14231
2024-02-11,Keyboard,Accessories,3,89,267,North,-333
2024-02-28,Keyboard,Accessories,32,10,320,East,-6080
2024-02-02,Mouse,Accessories,11,63,693,East,-1507
2024-02-21,Laptop,Electronics,47,1128,53016,East,43616
2024-01-01,Laptop,Electronics,21,867,18207,East,14007
2024-01-23,Laptop,Electronics,50,1451,72550,North,62550
2024-01-09,Headphones,Accessories,32,83,2656,East,-3744
2024-03-01,TV,Electronics,26,1938,50388,East,45188
2024-01-25,Keyboard,Accessories,46,28,1288,East,-7912
2024-02-23,Smartwatch,Wearables,9,104,936,East,-864
2024-02-26,Keyboard,Accessories,35,23,805,West,-6195
2024-02-06,Laptop,Electronics,35,845,29575,South,22575
2024-01-02,TV,Electronics,49,1312,64288,South,54488
2024-02-15,Smartphone,Electronics,15,889,13335,South,10335
2024-01-02,Smartwatch,Wearables,34,69,2346,East,-4454
2024-01-25,Smartwatch,Wearables,21,294,6174,South,1974
2024-02-21,Tablet,Electronics,39,381,14859,East,7059
2024-02-23,Tablet,Electronics,23,555,12765,North,8165
2024-02-27,Laptop,Electronics,26,1215,31590,South,26390
2024-01-04,Headphones,Accessories,31,43,1333,West,-4867
2024-02-20,Smartwatch,Wearables,31,142,4402,East,-1798
2024-02-03,TV,Electronics,41,1779,72939,East,64739
2024-01-15,Smartphone,Electronics,25,922,23050,East,18050
2024-01-30,Mouse,Accessories,48,38,1824,West,-7776
2024-01-04,TV,Electronics,32,1630,52160,North,45760
2024-02-18,Smartwatch,Wearables,28,100,2800,North,-2800
2024-02-26,TV,Electronics,30,2006,60180,West,54180
2024-02-19,Tablet,Electronics,24,225,5400,East,600
2024-02-03,Laptop,Electronics,47,1467,68949,East,59549
2024-01-29,Mouse,Accessories,27,8,216,West,-5184
2024-01-13,Smartphone,Electronics,9,983,8847,East,7047
2024-01-18,Tablet,Electronics,17,409,6953,North,3553
2024-02-29,Smartphone,Electronics,1,731,731,North,531
2024-02-26,Keyboard,Accessories,20,34,680,North,-3320
2024-01-08,TV,Electronics,37,947,35039,South,27639
2024-01-07,Laptop,Electronics,40,845,33800,North,25800
2024-02-10,Tablet,Electronics,43,648,27864,East,19264
2024-01-21,Smartphone,Electronics,39,399,15561,North,7761
2024-03-01,Headphones,Accessories,50,144,7200,East,-2800
2024-01-15,Mouse,Accessories,19,14,266,South,-3534
2024-01-13,Mouse,Accessories,38,59,2242,South,-5358
2024-01-27,Headphones,Accessories,3,95,285,East,-315
2024-02-07,Keyboard,Accessories,34,95,3230,West,-3570
2024-01-24,Tablet,Electronics,50,426,21300,West,11300
2024-01-04,Keyboard,Accessories,5,69,345,East,-655
2024-01-21,Smartphone,Electronics,17,1065,18105,North,14705
2024-03-01,Mouse,Accessories,4,10,40,North,-760
2024-01-03,Smartwatch,Wearables,49,329,16121,West,6321
2024-01-19,TV,Electronics,12,859,10308,South,7908
2024-02-13,Smartphone,Electronics,26,987,25662,North,20462
2024-01-22,Laptop,Electronics,19,705,13395,East,9595
2024-01-24,Headphones,Accessories,31,28,868,South,-5332
2024-02-24,Mouse,Accessories,42,21,882,North,-7518
2024-02-16,Smartwatch,Wearables,20,269,5380,North,1380
2024-03-01,Keyboard,Accessories,30,22,660,East,-5340
2024-01-10,Headphones,Accessories,35,136,4760,South,-2240
2024-01-18,Smartphone,Electronics,4,661,2644,North,1844
2024-01-26,Headphones,Accessories,24,106,2544,North,-2256
2024-01-13,Keyboard,Accessories,43,72,3096,West,-5504
2024-02-26,Mouse,Accessories,9,79,711,East,-1089
2024-01-21,Keyboard,Accessories,39,49,1911,North,-5889
2024-03-01,Headphones,Accessories,34,77,2618,West,-4182
2024-01-26,Smartphone,Electronics,38,730,27740,South,20140
2024-02-04,Laptop,Electronics,1,1193,1193,South,993
2024-01-21,Headphones,Accessories,28,124,3472,North,-2128
2024-01-29,Keyboard,Accessories,46,51,2346,East,-6854
2024-02-17,Smartwatch,Wearables,32,130,4160,South,-2240
2024-01-02,Laptop,Electronics,45,1312,59040,East,50040
2024-02-09,Laptop,Electronics,13,1201,15613,East,13013
2024-02-29,Laptop,Electronics,3,984,2952,West,2352
2024-01-09,Smartphone,Electronics,17,301,5117,East,1717
2024-01-17,Tablet,Electronics,24,211,5064,East,264
2024-01-04,Tablet,Electronics,19,622,11818,North,8018
2024-02-02,Tablet,Electronics,41,496,20336,East,12136
2024-02-19,Keyboard,Accessories,36,22,792,West,-6408
2024-02-28,Tablet,Electronics,17,894,15198,North,11798
2024-02-24,Smartwatch,Wearables,43,353,15179,West,6579
2024-01-31,Headphones,Accessories,44,32,1408,East,-7392
2024-02-09,Keyboard,Accessories,27,74,1998,East,-3402
2024-01-24,Mouse,Accessories,28,31,868,East,-4732
2024-02-02,Smartwatch,Wearables,5,141,705,South,-295
2024-01-22,Laptop,Electronics,25,1248,31200,North,26200
2024-01-24,Laptop,Electronics,34,882,29988,West,23188
2024-02-25,Headphones,Accessories,20,50,1000,North,-3000
2024-02-10,Keyboard,Accessories,14,38,532,North,-2268
2024-02-02,TV,Electronics,45,1438,64710,West,55710
2024-02-14,Headphones,Accessories,46,141,6486,South,-2714
2024-01-27,Smartwatch,Wearables,37,147,5439,West,-1961
2024-01-31,TV,Electronics,49,1598,78302,West,68502
2024-02-16,Keyboard,Accessories,2,93,186,North,-214
2024-02-08,Headphones,Accessories,42,70,2940,North,-5460
2024-01-31,TV,Electronics,4,717,2868,East,2068
2024-01-06,Keyboard,Accessories,30,23,690,North,-5310
2024-01-30,Headphones,Accessories,36,56,2016,South,-5184
2024-01-20,Headphones,Accessories,22,68,1496,East,-2904
2024-02-29,Tablet,Electronics,31,355,11005,North,4805
2024-02-03,TV,Electronics,9,2387,21483,West,19683
2024-01-09,Headphones,Accessories,12,72,864,East,-1536
2024-01-19,Smartwatch,Wearables,2,339,678,North,278
2024-01-22,Smartwatch,Wearables,10,283,2830,South,830
2024-02-24,Keyboard,Accessories,41,22,902,East,-7298
2024-02-12,Headphones,Accessories,41,146,5986,South,-2214
2024-01-11,TV,Electronics,5,1111,5555,South,4555
2024-02-25,Headphones,Accessories,18,132,2376,North,-1224
2024-01-12,Tablet,Electronics,24,622,14928,North,10128
2024-01-26,Tablet,Electronics,23,601,13823,South,9223
2024-01-19,Tablet,Electronics,47,709,33323,South,23923
2024-01-18,Headphones,Accessories,38,147,5586,West,-2014
2024-02-04,Headphones,Accessories,46,90,4140,West,-5060
2024-01-07,Tablet,Electronics,33,225,7425,West,825
2024-02-26,Tablet,Electronics,10,493,4930,West,2930
2024-02-28,Tablet,Electronics,13,384,4992,South,2392
2024-02-24,Laptop,Electronics,8,1073,8584,East,6984
2024-01-15,Mouse,Accessories,10,59,590,West,-1410
2024-01-02,Laptop,Electronics,11,1110,12210,South,10010
2024-01-27,Tablet,Electronics,28,640,17920,East,12320
2024-01-28,Tablet,Electronics,5,790,3950,North,2950
2024-02-13,Smartphone,Electronics,34,923,31382,East,24582
2024-01-04,Tablet,Electronics,42,602,25284,North,16884
2024-01-20,Smartphone,Electronics,45,1017,45765,South,36765
2024-01-09,Smartphone,Electronics,19,645,12255,South,8455
2024-01-06,Smartphone,Electronics,13,360,4680,North,2080
2024-02-10,Smartwatch,Wearables,14,355,4970,West,2170
2024-02-22,Headphones,Accessories,13,33,429,North,-2171
2024-01-29,Tablet,Electronics,44,440,19360,North,10560
2024-01-22,TV,Electronics,11,829,9119,South,6919
2024-02-01,Mouse,Accessories,40,9,360,North,-7640
2024-01-27,Smartphone,Electronics,43,304,13072,South,4472
2024-01-04,Headphones,Accessories,31,35,1085,North,-5115
2024-01-15,Tablet,Electronics,40,257,10280,South,2280
2024-02-16,Smartphone,Electronics,44,990,43560,East,34760
2024-02-12,Laptop,Electronics,19,1359,25821,West,22021
2024-02-18,TV,Electronics,11,987,10857,North,8657
2024-01-01,Tablet,Electronics,29,456,13224,East,7424
2024-02-01,Headphones,Accessories,50,99,4950,North,-5050
2024-02-05,Keyboard,Accessories,44,42,1848,South,-6952
2024-02-10,Smartphone,Electronics,15,899,13485,North,10485
2024-02-17,Headphones,Accessories,30,128,3840,North,-2160
2024-01-16,Keyboard,Accessories,50,57,2850,East,-7150
2024-02-02,Keyboard,Accessories,39,87,3393,South,-4407
2024-01-30,Headphones,Accessories,22,97,2134,South,-2266
2024-01-06,TV,Electronics,7,965,6755,North,5355
2024-01-22,Smartphone,Electronics,20,468,9360,South,5360
2024-02-24,Smartphone,Electronics,30,826,24780,East,18780
2024-01-07,Smartwatch,Wearables,30,235,7050,North,1050
2024-01-23,Keyboard,Accessories,49,68,3332,West,-6468
2024-01-30,Smartwatch,Wearables,19,196,3724,West,-76
2024-01-10,Smartwatch,Wearables,42,214,8988,South,588
2024-02-06,Smartwatch,Wearables,14,206,2884,West,84
2024-01-29,Mouse,Accessories,32,66,2112,North,-4288
2024-02-13,Tablet,Electronics,24,401,9624,South,4824
2024-02-02,TV,Electronics,3,1580,4740,East,4140
2024-01-10,Smartphone,Electronics,15,863,12945,North,9945
2024-01-07,Smartphone,Electronics,18,1168,21024,North,17424
2024-02-01,Laptop,Electronics,49,996,48804,North,39004
2024-01-08,Headphones,Accessories,25,127,3175,North,-1825
2024-02-11,Mouse,Accessories,34,57,1938,North,-4862
2024-02-23,Laptop,Electronics,37,1169,43253,West,35853
2024-02-24,Smartphone,Electronics,33,515,16995,North,10395
2024-01-09,Mouse,Accessories,50,66,3300,West,-6700
2024-02-02,TV,Electronics,10,1911,19110,North,17110
2024-01-25,Laptop,Electronics,16,701,11216,East,8016
2024-02-05,Mouse,Accessories,11,33,363,East,-1837
2024-01-08,Laptop,Electronics,16,1200,19200,East,16000
2024-02-01,Tablet,Electronics,36,331,11916,East,4716
2024-02-12,Smartphone,Electronics,42,821,34482,East,26082
2024-02-21,Mouse,Accessories,6,47,282,North,-918
2024-01-03,Keyboard,Accessories,27,48,1296,North,-4104
2024-02-09,Smartphone,Electronics,35,742,25970,South,18970
2024-01-13,TV,Electronics,6,2416,14496,North,13296
2024-01-09,Headphones,Accessories,48,97,4656,South,-4944
2024-02-26,Laptop,Electronics,5,724,3620,North,2620
2024-02-11,Tablet,Electronics,43,631,27133,South,18533
2024-01-15,Mouse,Accessories,44,43,1892,South,-6908
2024-02-09,Headphones,Accessories,2,147,294,East,-106
2024-01-22,Keyboard,Accessories,44,75,3300,East,-5500
2024-02-11,Smartphone,Electronics,28,842,23576,South,17976
2024-02-16,Headphones,Accessories,42,78,3276,North,-5124
2024-01-13,Mouse,Accessories,21,65,1365,South,-2835
2024-01-10,Laptop,Electronics,40,958,38320,West,30320
2024-01-08,Mouse,Accessories,7,45,315,North,-1085
2024-01-27,Headphones,Accessories,10,134,1340,West,-660
2024-02-10,Tablet,Electronics,22,531,11682,North,7282
2024-01-17,Headphones,Accessories,27,89,2403,South,-2997
2024-02-17,Smartwatch,Wearables,1,109,109,East,-91
2024-01-29,Laptop,Electronics,27,1148,30996,South,25596
2024-02-15,Headphones,Accessories,15,56,840,East,-2160
2024-01-20,TV,Electronics,32,1708,54656,East,48256
2024-01-16,Smartwatch,Wearables,4,153,612,South,-188
2024-02-08,Smartphone,Electronics,25,1013,25325,South,20325
2024-01-27,Mouse,Accessories,14,22,308,South,-2492
2024-02-08,Keyboard,Accessories,21,55,1155,South,-3045
2024-02-01,Keyboard,Accessories,13,75,975,North,-1625
2024-01-19,Tablet,Electronics,4,698,2792,West,1992
2024-01-17,Laptop,Electronics,30,1445,43350,North,37350
2024-02-22,Tablet,Electronics,28,379,10612,West,5012
2024-02-04,Keyboard,Accessories,8,84,672,West,-928
2024-02-12,Smartwatch,Wearables,31,172,5332,East,-868
2024-02-22,Tablet,Electronics,25,220,5500,East,500
2024-02-15,TV,Electronics,31,979,30349,East,24149
2024-02-05,Mouse,Accessories,35,6,210,West,-6790
2024-01-04,Mouse,Accessories,25,40,1000,North,-4000
2024-01-02,Tablet,Electronics,2,481,962,West,562
2024-02-17,Headphones,Accessories,48,97,4656,West,-4944
2024-01-02,Keyboard,Accessories,12,100,1200,West,-1200
2024-01-27,Headphones,Accessories,21,71,1491,North,-2709
2024-01-01,Laptop,Electronics,38,1418,53884,North,46284
2024-01-13,Smartphone,Electronics,2,710,1420,East,1020
2024-02-23,Smartphone,Electronics,22,318,6996,West,2596
2024-01-19,Keyboard,Accessories,47,71,3337,East,-6063
2024-01-31,Headphones,Accessories,20,76,1520,West,-2480
2024-01-31,Smartwatch,Wearables,47,149,7003,West,-2397
2024-01-18,Smartwatch,Wearables,36,50,1800,North,-5400
2024-02-17,Mouse,Accessories,21,22,462,North,-3738
2024-02-12,Mouse,Accessories,30,42,1260,West,-4740
2024-01-10,Mouse,Accessories,44,23,1012,West,-7788
2024-02-19,Laptop,Electronics,10,790,7900,South,5900
2024-02-20,Smartphone,Electronics,21,1081,22701,North,18501
2024-03-01,Headphones,Accessories,28,96,2688,East,-2912
2024-01-05,Headphones,Accessories,16,149,2384,East,-816
2024-01-15,Smartwatch,Wearables,24,75,1800,North,-3000
2024-01-03,Tablet,Electronics,3,477,1431,South,831
2024-01-08,Smartphone,Electronics,37,830,30710,North,23310
2024-01-10,Tablet,Electronics,18,515,9270,West,5670
2024-01-08,Headphones,Accessories,42,34,1428,North,-6972
2024-01-04,Headphones,Accessories,18,57,1026,West,-2574
2024-01-12,Headphones,Accessories,19,69,1311,North,-2489
2024-02-08,Smartwatch,Wearables,36,213,7668,North,468
2024-02-25,Headphones,Accessories,39,144,5616,South,-2184
2024-01-14,TV,Electronics,6,1504,9024,West,7824
2024-02-19,Smartwatch,Wearables,5,210,1050,West,50
2024-02-22,Headphones,Accessories,16,110,1760,West,-1440
2024-01-22,Tablet,Electronics,27,372,10044,West,4644
2024-01-11,Mouse,Accessories,46,25,1150,East,-8050
2024-01-21,TV,Electronics,21,1797,37737,East,33537
2024-01-13,Headphones,Accessories,33,49,1617,East,-4983
2024-02-09,TV,Electronics,16,2156,34496,North,31296
2024-02-23,Headphones,Accessories,12,130,1560,West,-840
2024-01-08,Keyboard,Accessories,9,37,333,East,-1467
2024-02-14,Tablet,Electronics,3,800,2400,West,1800
2024-02-08,Smartphone,Electronics,29,383,11107,East,5307
2024-01-02,Keyboard,Accessories,45,48,2160,North,-6840
2024-01-06,Keyboard,Accessories,48,87,4176,West,-5424
2024-01-02,Tablet,Electronics,25,531,13275,North,8275
2024-01-02,Keyboard,Accessories,41,12,492,South,-7708
2024-01-27,Keyboard,Accessories,26,47,1222,North,-3978
2024-02-29,Tablet,Electronics,18,336,6048,West,2448
2024-01-15,Smartphone,Electronics,47,344,16168,South,6768
2024-01-22,Tablet,Electronics,42,290,12180,North,3780
2024-01-28,Laptop,Electronics,4,1177,4708,South,3908
2024-02-28,Laptop,Electronics,37,1088,40256,North,32856
2024-02-12,Smartphone,Electronics,21,903,18963,North,14763
2024-01-25,Tablet,Electronics,15,517,7755,North,4755
2024-02-21,Smartwatch,Wearables,42,375,15750,West,7350
2024-02-24,Smartwatch,Wearables,35,386,13510,East,6510
2024-01-17,Headphones,Accessories,6,88,528,East,-672
2024-02-06,Keyboard,Accessories,5,75,375,East,-625
2024-02-02,Tablet,Electronics,12,637,7644,East,5244
2024-01-30,Headphones,Accessories,36,135,4860,South,-2340
2024-02-23,TV,Electronics,13,2135,27755,North,25155
2024-01-01,Mouse,Accessories,32,32,1024,North,-5376
2024-01-21,Keyboard,Accessories,15,98,1470,North,-1530
2024-02-14,Tablet,Electronics,45,209,9405,West,405
2024-01-20,Tablet,Electronics,31,231,7161,East,961
2024-01-14,Keyboard,Accessories,45,88,3960,West,-5040
2024-01-27,TV,Electronics,42,904,37968,West,29568
2024-02-21,Headphones,Accessories,28,120,3360,South,-2240
2024-01-10,Tablet,Electronics,21,490,10290,West,6090
2024-01-23,Smartphone,Electronics,19,993,18867,East,15067
2024-02-02,Keyboard,Accessories,15,13,195,North,-2805
2024-02-19,Smartphone,Electronics,24,973,23352,North,18552
2024-02-21,Tablet,Electronics,1,208,208,North,8
2024-02-04,Smartwatch,Wearables,15,157,2355,East,-645
2024-02-26,Smartphone,Electronics,37,478,17686,West,10286
2024-02-24,Mouse,Accessories,13,79,1027,East,-1573
2024-02-18,Smartphone,Electronics,45,416,18720,South,9720
2024-02-19,Smartphone,Electronics,40,328,13120,North,5120
2024-02-26,Mouse,Accessories,35,8,280,East,-6720
2024-02-12,Laptop,Electronics,1,874,874,North,674
2024-01-10,Smartphone,Electronics,14,689,9646,East,6846
2024-01-15,Headphones,Accessories,2,100,200,West,-200
2024-01-31,Headphones,Accessories,36,78,2808,North,-4392
2024-02-04,Smartphone,Electronics,48,877,42096,West,32496
2024-01-27,Smartwatch,Wearables,18,202,3636,East,36
2024-01-23,Tablet,Electronics,8,456,3648,South,2048
2024-02-09,Keyboard,Accessories,37,10,370,South,-7030
2024-02-11,Laptop,Electronics,3,1168,3504,West,2904
2024-01-08,Laptop,Electronics,12,1441,17292,South,14892
2024-01-11,Smartphone,Electronics,15,1111,16665,North,13665
2024-02-13,Keyboard,Accessories,6,11,66,West,-1134
2024-02-10,Mouse,Accessories,37,12,444,North,-6956
2024-01-31,Smartphone,Electronics,33,504,16632,South,10032
2024-01-07,Keyboard,Accessories,2,100,200,West,-200
2024-02-13,Smartwatch,Wearables,23,56,1288,South,-3312
2024-01-16,Laptop,Electronics,38,1373,52174,North,44574
2024-01-02,TV,Electronics,48,1696,81408,West,71808
2024-02-28,Tablet,Electronics,3,202,606,West,6
2024-03-01,Laptop,Electronics,43,956,41108,East,32508
2024-01-25,Keyboard,Accessories,44,21,924,East,-7876
2024-02-18,Smartphone,Electronics,22,1012,22264,North,17864
2024-01-30,Keyboard,Accessories,32,66,2112,North,-4288
2024-01-05,Smartphone,Electronics,26,653,16978,West,11778
2024-02-21,Laptop,Electronics,9,1009,9081,East,7281
2024-01-28,Tablet,Electronics,20,727,14540,South,10540
2024-01-08,TV,Electronics,36,2199,79164,West,71964
2024-02-03,Keyboard,Accessories,5,97,485,West,-515
2024-02-10,TV,Electronics,23,1541,35443,South,30843
2024-02-11,Headphones,Accessories,9,52,468,West,-1332
2024-01-29,Tablet,Electronics,17,256,4352,West,952
2024-01-24,Headphones,Accessories,25,84,2100,North,-2900
2024-02-25,Headphones,Accessories,31,84,2604,West,-3596
2024-01-28,Keyboard,Accessories,43,30,1290,South,-7310
2024-01-18,Smartwatch,Wearables,6,90,540,South,-660
2024-02-09,Smartphone,Electronics,45,1080,48600,West,39600
2024-01-21,TV,Electronics,9,1868,16812,East,15012
2024-01-15,Smartwatch,Wearables,46,220,10120,South,920
2024-02-02,Keyboard,Accessories,32,41,1312,East,-5088
2024-02-25,Smartphone,Electronics,50,453,22650,East,12650
2024-01-05,Laptop,Electronics,1,1087,1087,West,887
2024-01-05,Mouse,Accessories,25,33,825,North,-4175
2024-02-24,TV,Electronics,24,1355,32520,West,27720
2024-02-15,Mouse,Accessories,26,31,806,West,-4394
2024-01-12,TV,Electronics,33,1259,41547,North,34947
2024-01-09,Smartwatch,Wearables,12,345,4140,South,1740
2024-01-12,Tablet,Electronics,33,321,10593,West,3993
2024-02-27,TV,Electronics,25,711,17775,North,12775
2024-02-16,Mouse,Accessories,39,74,2886,East,-4914
2024-02-22,Tablet,Electronics,6,356,2136,North,936
2024-01-30,Headphones,Accessories,34,58,1972,East,-4828
2024-01-07,Laptop,Electronics,16,1338,21408,North,18208
2024-01-28,Headphones,Accessories,36,150,5400,North,-1800
2024-02-16,Mouse,Accessories,3,5,15,North,-585
2024-01-21,Headphones,Accessories,16,89,1424,East,-1776
2024-02-01,Keyboard,Accessories,35,63,2205,South,-4795
2024-02-10,Smartphone,Electronics,40,1038,41520,South,33520
2024-01-07,Laptop,Electronics,50,1392,69600,North,59600
2024-01-16,Keyboard,Accessories,22,68,1496,North,-2904
2024-02-10,Mouse,Accessories,21,49,1029,West,-3171
2024-01-05,Mouse,Accessories,40,18,720,North,-7280
2024-02-18,TV,Electronics,21,897,18837,East,14637
2024-01-16,Tablet,Electronics,4,359,1436,East,636
2024-01-14,Tablet,Electronics,39,526,20514,South,12714
2024-02-28,Tablet,Electronics,27,692,18684,North,13284
2024-02-25,Tablet,Electronics,25,252,6300,North,1300
2024-01-15,Smartwatch,Wearables,34,152,5168,East,-1632
2024-01-31,TV,Electronics,46,1627,74842,West,65642
2024-02-17,Mouse,Accessories,15,66,990,South,-2010
2024-01-22,Headphones,Accessories,38,129,4902,South,-2698
2024-02-28,Smartphone,Electronics,18,456,8208,East,4608
2024-02-02,Headphones,Accessories,12,28,336,East,-2064
2024-02-01,Keyboard,Accessories,12,71,852,West,-1548
2024-02-03,Mouse,Accessories,15,63,945,South,-2055
2024-01-10,Headphones,Accessories,9,125,1125,East,-675
2024-01-28,Smartwatch,Wearables,34,63,2142,North,-4658
2024-01-16,Smartphone,Electronics,23,1135,26105,South,21505
2024-01-26,Headphones,Accessories,11,21,231,South,-1969
2024-02-10,Smartwatch,Wearables,25,396,9900,South,4900
2024-02-14,TV,Electronics,19,1514,28766,North,24966
2024-02-22,Laptop,Electronics,41,1018,41738,North,33538
2024-02-04,Smartphone,Electronics,10,988,9880,North,7880
2024-01-26,Tablet,Electronics,3,680,2040,West,1440
2024-01-02,Tablet,Electronics,25,872,21800,West,16800
2024-02-17,TV,Electronics,14,1172,16408,North,13608
2024-02-10,Mouse,Accessories,41,37,1517,North,-6683
2024-01-13,Smartwatch,Wearables,26,159,4134,West,-1066
2024-01-22,Smartphone,Electronics,45,814,36630,South,27630
2024-01-21,Mouse,Accessories,42,52,2184,South,-6216
2024-01-24,TV,Electronics,17,2475,42075,South,38675
2024-01-09,Keyboard,Accessories,32,47,1504,North,-4896
2024-01-30,Headphones,Accessories,6,84,504,West,-696
2024-01-17,TV,Electronics,38,1828,69464,West,61864
2024-02-17,Smartphone,Electronics,18,712,12816,North,9216
2024-02-22,Mouse,Accessories,24,16,384,North,-4416
2024-01-01,Keyboard,Accessories,35,48,1680,North,-5320
2024-02-27,TV,Electronics,35,1745,61075,West,54075
2024-01-21,Headphones,Accessories,13,127,1651,West,-949
2024-01-14,Smartwatch,Wearables,48,358,17184,South,7584
2024-01-04,Smartphone,Electronics,34,835,28390,East,21590
2024-01-05,Smartwatch,Wearables,12,284,3408,South,1008
2024-02-24,Tablet,Electronics,28,648,18144,South,12544
2024-01-25,Mouse,Accessories,32,74,2368,West,-4032
2024-01-04,Laptop,Electronics,47,1152,54144,East,44744
2024-01-03,Headphones,Accessories,44,135,5940,West,-2860
2024-02-21,Tablet,Electronics,47,464,21808,West,12408
2024-02-20,Smartwatch,Wearables,48,382,18336,East,8736
2024-01-26,Keyboard,Accessories,32,28,896,West,-5504
2024-01-08,Smartphone,Electronics,4,637,2548,South,1748
2024-01-30,Laptop,Electronics,17,1433,24361,West,20961
2024-01-22,Tablet,Electronics,46,230,10580,East,1380
2024-01-26,Mouse,Accessories,10,41,410,West,-1590
2024-02-04,Smartphone,Electronics,34,766,26044,West,19244
2024-01-29,Headphones,Accessories,42,123,5166,East,-3234
2024-01-27,Smartphone,Electronics,31,963,29853,South,23653
2024-01-31,Laptop,Electronics,18,1394,25092,West,21492
2024-02-10,Keyboard,Accessories,3,43,129,East,-471
2024-02-01,Mouse,Accessories,31,6,186,South,-6014
2024-02-15,Smartwatch,Wearables,29,254,7366,South,1566
2024-01-07,Mouse,Accessories,49,72,3528,North,-6272
2024-02-20,Keyboard,Accessories,44,85,3740,South,-5060
2024-01-23,TV,Electronics,10,1384,13840,North,11840
2024-02-16,Keyboard,Accessories,50,54,2700,North,-7300
2024-02-05,Keyboard,Accessories,13,81,1053,South,-1547
2024-01-05,Smartwatch,Wearables,1,227,227,South,27
2024-01-08,Smartphone,Electronics,8,980,7840,South,6240
2024-01-27,Smartphone,Electronics,23,705,16215,East,11615
2024-02-15,Tablet,Electronics,48,745,35760,West,26160
2024-02-05,Smartwatch,Wearables,25,354,8850,South,3850
2024-01-09,Smartwatch,Wearables,13,149,1937,South,-663
2024-01-11,Mouse,Accessories,34,17,578,North,-6222
2024-02-20,Headphones,Accessories,49,72,3528,West,-6272
2024-01-18,Mouse,Accessories,25,24,600,East,-4400
2024-02-23,Smartwatch,Wearables,3,371,1113,West,513
2024-02-05,Smartphone,Electronics,31,1096,33976,North,27776
2024-02-07,Smartphone,Electronics,10,1020,10200,North,8200
2024-01-27,Smartphone,Electronics,32,968,30976,East,24576
2024-02-09,Smartphone,Electronics,30,405,12150,East,6150
2024-02-03,Headphones,Accessories,32,27,864,East,-5536
2024-01-24,Tablet,Electronics,17,247,4199,South,799
2024-01-17,Smartphone,Electronics,28,904,25312,West,19712
2024-02-01,Keyboard,Accessories,50,33,1650,North,-8350
2024-02-24,Laptop,Electronics,32,1095,35040,West,28640
2024-02-24,TV,Electronics,45,2235,100575,East,91575
2024-02-19,Laptop,Electronics,43,1133,48719,South,40119
2024-01-12,Tablet,Electronics,24,550,13200,South,8400
2024-01-21,TV,Electronics,5,1457,7285,East,6285
2024-02-02,Smartwatch,Wearables,45,126,5670,South,-3330
2024-01-20,Mouse,Accessories,2,77,154,South,-246
2024-03-01,Headphones,Accessories,49,107,5243,West,-4557
2024-02-19,TV,Electronics,28,811,22708,North,17108
2024-02-13,Smartphone,Electronics,14,998,13972,South,11172
2024-02-15,Tablet,Electronics,16,581,9296,West,6096
2024-01-11,Keyboard,Accessories,12,61,732,East,-1668
2024-02-05,Smartphone,Electronics,44,1057,46508,South,37708
2024-01-16,Laptop,Electronics,5,947,4735,South,3735
2024-01-21,Smartwatch,Wearables,34,173,5882,East,-918
2024-01-04,Mouse,Accessories,20,32,640,East,-3360
2024-02-22,Tablet,Electronics,48,900,43200,South,33600
2024-01-05,Smartwatch,Wearables,5,356,1780,East,780
2024-01-04,Laptop,Electronics,34,807,27438,North,20638
2024-02-18,TV,Electronics,22,1899,41778,West,37378
2024-02-16,Headphones,Accessories,45,34,1530,North,-7470
2024-01-28,Smartwatch,Wearables,1,230,230,North,30
2024-01-29,Headphones,Accessories,37,64,2368,East,-5032
2024-01-14,Laptop,Electronics,15,1132,16980,North,13980
2024-01-29,Smartwatch,Wearables,11,168,1848,East,-352
2024-01-26,Laptop,Electronics,42,1373,57666,South,49266
2024-01-02,Headphones,Accessories,27,58,1566,East,-3834
2024-01-25,Laptop,Electronics,40,720,28800,West,20800
2024-02-12,Headphones,Accessories,18,85,1530,South,-2070
2024-01-20,Headphones,Accessories,32,89,2848,West,-3552
2024-01-10,Keyboard,Accessories,6,64,384,East,-816
2024-02-26,Mouse,Accessories,47,29,1363,North,-8037
2024-01-08,Tablet,Electronics,47,699,32853,East,23453
2024-02-21,Tablet,Electronics,35,608,21280,East,14280
2024-01-07,Smartphone,Electronics,50,593,29650,South,19650
